Título,Cuerpo,Dia y hora,Periódico
Los giros de guion de Carlos Verona,"Carlos Verona ha sido uno de los grandes nombres de este loco mercado ciclista. Una situación que, por otro lado, ha podido afectar el rendimiento de uno de los ciclistas españoles más solventes. A inicios de año tomó la decisión de salir del Movistar Team. Tras un lustro con los navarros, decidió irse con Ineos. Después, esa oferta se torció y regresó al mercado, donde Movistar le abrió de nuevo las puertas antes de que Lidl-Trek las cerrara de forma definitiva. El madrileño, a su paso por el Madrid Criterium, explica en MARCA los detalles de todo lo que le ha sucedido y el gran proyecto al que se ha abrazado.
""Me pongo un 5 a mi temporada. No ha sido sencillo el curso por el cambio de calendario, lesiones..."", avanza un Verona que, en la capital, pudo correr su última cita con el maillot del cuadro telefónico. Que quería una salida lo supo desde muy pronto. ""Este año buscaba cambiar el calendario con otra cosa, algo alternativo. Pedí el Giro y se me concedió. También a inicios de curso sabía que iba a cambiar de equipo. Esto son etapas y creo que me tocaba cambiar, como ocurrió en el pasado con otros equipos. Fui al Giro y después quería preparar el Tour"", expone alguien que se quedó sin pedalear en la ronda francesa.
Escucha el episodio completo:
""Eusebio ya me dijo que no me podía asegurar la plaza. Después del Giro hice altura y fui a los Campeonatos. Eusebio me dijo que no entraba. Me dolió, pero lo entendí. Había compañeros que habían preparado el Tour a conciencia. Me pidieron que descansara y preparara LaVuelta. Y lo hice. Dolido porque había hecho muchos esfuerzos para estar en Francia, pero al final no pude estar ni en el Tour ni en LaVuelta"".
La mala suerte y la falta de salud tocaron su puerta: ""Tras Burgos sentí un dolor cervical, pensé que sería algo postural. Pero no fue así. El equipo quiso ser prudente. Creo que podría haber estado en carrera, pero fue decisión del equipo. Optó por dejarme en casa y llevar a Imanol [Erviti]. Me dio mucha rabia, pero fue una cuestión de salud. Algunos se piensan que fue un castigo, pero no es así. Me voy con una relación increíble con Movistar. Después de aquí, de Madrid, me iré a comer con Eusebio. Han sido cinco años muy buenos y no puedo tener malas palabras para él. El final no es el que me hubiera gustado tener, pero el destino no quiso que fuera a esas carreras"".
Quería cambiar de jersey para portar el de Ineos, pero un mercado extraño le birló esa posibilidad cuando la tenía acordada. ""Ha sido un poco raro, la verdad. Tenía una muy buena oferta para tres años. Quería cambiar de aires. Ineos era una de las opciones, la que se posicionó más fuerte. Decidí aceptar. A partir de ahí no sé qué pasó, sólo sé que me vi a finales de junio otra vez en el mercado. Con muchos presupuestos cerrados y con equipos sin espacio. Unzué me abrió las puertas otra vez, algo que tengo que agradecer después de cinco meses donde pensaba que estaba fuera. Y lo hizo con buenas condiciones. Pero quería cambiar"".
De ahí, al Lidl-Trek: ""Esta estructura era una de mis prioridades. De hecho, en febrero hablé con ellos, pero en esa época no tenían la realidad del nuevo sponsor (Lidl). Había que esperar. Luego decidí tocar a su puerta, que era mi espinita, y después de varias conversaciones con Josu Larrazabal se concretó todo. Fue el destino. El plan en principio era uno, salió otro pero a día de hoy estoy muy contento con el resultado"".
Con los americanos le esperan comodidades y un grupo capaz de todo. ""Venimos de pasar unos grandes días en Estados Unidos con el grupo. Ellos tienen la idea de asaltar el número uno del ranking UCI y creo que puedo aportar mucho para ayudar"", apunta alguien que ha firmado hasta 2025. Allí deberá ayudar a sus jefes, pero también contará con oportunidades: ""Sé que puedo dar otro paso hacia delante"".
 Verona se pasó el pasado fin de semana por la segunda edición del Madrid Criterium. Una cita que resultó todo un éxito y que contó con más de 15.000 personas el domingo en Callao: ""Es una suerte poder vivir un evento así, disfrutando del cariño de la gente y reencontrándote con compañeros y amigos"".",02 de noviembrede 2023Actualizado a las 09:04 h.,marca
Quién es Carmen Amaya y por qué Google le dedica hoy un doodle,"Al llegar a Google para realizar cualquier consulta podemos ver un nuevo doodle con la ilustración de una bailarina. Es Carmen Amaya, artista española, actriz, bailaora y cantante, nacida el 2 de noviembre de 1913 y fallecida el 19 de noviembre de 1963. El popular buscador homenajea, de esta forma, a la la catalana, nacida en la localidad gerundense de Begur, en su 110 cumpleaños.
La Capitana, así se la conocía, di sus primeros pasos en el mundo del baile y la canción con su padre, Francisco Amaya. Él recorría las calles y Carmen Amaya baila con la esperanza de recoger algunas monedas después. Sus inicios en los teatros fueron modestos, pero poco a poco su carrera fue creciendo hasta obtener un gran reconocimiento.
Carmen Amaya pasó por París, Lisboa y Buenos Aires. Argentina fue su primera parada internacional y su actuación en el Teatro Maravillas en diciembre de 1936 cosechó un gran éxito. Encandilar al público argentino le valió para conquistar también al de Uruguay, México y Cuba. Su carrera siguió creciendo hasta debutar en Nueva York, en 1941.
Sus actuaciones en el Carnegie Hall la conviertieron en una celebridad en Estados Unidos. De hecho, hasta fue invitada a la Casa Blanca y participó en numerosas películas, además de seguir con sus giras internacionales. Carmen Amaya es, en definitiva, uno de los mayores exponentes del baile flamenco de España y es por eso que Google ha decidido realizar este homenaje en la portada de su buscador.
Así describió el crítico Sebastià Gasch, en la revista El Mirador, el talento de Carmen Amaya, cuya vida estaba entregada de forma absoluta al baile: ""Imagínense ustedes a una gitanita de unos catorce años, sentada en la silla, sobre el tablao. Carmencita: impasible, altiva y noble. Y de golpe un salto: la gitanita baila. Indescriptible. Alma, alma pura..."".
En cualquier caso, como hemos comentado, las calles de Barcelona -nació en el barrio de la Barceloneta- fueron un escenario demasiado pequeño para su talento. De hecho, la revista Life le dedicó un reportaje cuando cruzó el charco rumbo a Estados Unidos que evidencia la notoriedad de Carmen Amaya en los entornos artísticos de la época
El doodle conmemora el 110 aniversario de Carmen Amaya. De todos modos, existen discrepancias respecto a su año de nacimiento ya que la artista habría maquillado su edad para poder trabajar sin complicaciones legales. Su talento era innato y desde muy pequeña conquistó a los que la veían, pese a que para la firma de contratos esto era un problema.
Según explica El Mundo en un artículo, en el que cita a varios historiadores, su fecha de nacimiento sería en 1918 o en 1917, pero nunca en el año 1913. En caso de ser así, hoy no se cumplirían los 110 años de su nacimiento. Sea como sea, siempre es un buen momento para recordar su fuerza, energía, pasión y arte sobre los escenarios.",02 de noviembrede 2023Actualizado a las 09:31 h.,marca
"Miguel Lago atiza a los políticos que no fueron a la jura de Leonor: ""Faltar a tu puesto de trabajo por ideología""","Este martes 31 de octubre han visitado 'El Hormiguero' dos actores muy reconocidos en nuestro país, Belén Cuesta y Ricardo Gómez. Los intérpretes han estado en el espacio presentado por Pablo Motos para promocionar su nueva serie 'Romancero', que se estrena este viernes en Amazon Prime.
No obstante, como cada día, además de la entrevista con el invitado, el show de Antena 3 ofrece retos, pruebas y secciones muy divertidas. Primero, las divertidas hormigas Trancas y Barrancas han hecho su show, después ha llegado la famosa llamada de Openbank, y por último ha tenido lugar una nueva tertulia.
La tertulia de hoy ha estado compuesta por Pablo Motos, Miguel Lago, Juan del Val, Rubén Amón y María Dabán. El primer tema que ha sacado el presentador valenciano ha sido la jura de la Constitución de la princesa Leonor. Todos se han abalanzado a dar su opinión, hasta que Motos ha dicho dejar a Miguel que lleva un rato pidiendo paso.
""Claro como sabéis que voy a decir una chorrada"", decía entre risas. ""A mí me parece alucinante que puedas faltar a tu puesto de trabajo por ideología. Yo soy indepe, soy republicano, entonces me voy a coger unos días y no voy a ir. Porque eso no se puede hacer en ningún curro"", comienza diciendo el cómico.
""Hoy que ha jurado la Constitución la princesa Leonor el señor de la gasolinera no le ha podido decir a su jefe 'mira soy republicano y no voy a venir'. Pero ellos pueden permitirse este derecho y luego siguen cobrando la nómina. Esto me recuerda a mis hijos. Todaslas noches mis hijos mayores tienen que recoger la cocina, entonces se comportan como diputados indepes, se inventan cualquier cosa para no hacerlo"", cuenta Miguel entre risas. ""Y al final quien recoge todo, el pueblo español"", ha concluido.
El pasado 31 de octubre, la Princesa de Asturias, Leonor, cumplía 18 años y, como es tradición, juraba la Constitución en el Congreso de los Diputados en Madrid. 
Al acto acudieron cientos de curiosos que esperaron en las puertas del edificio, pero también personalidades del panorama social y miembros de la política española. Aunque son los miembros de los partidos que no han acudido a la cita, los que han causado bastante revuelo y a los que se han referido en la tertulia de 'El Hormiguero'.
Para ello, ha usado diferentes metáforas que han servido para ejemplificar lo que piensa sobre aquellos políticos que han evitado el acto.",02 de noviembrede 2023Actualizado a las 13:45 h.,marca
"Nueva temporada de Fortnite: cuándo empieza, a qué hora es el evento del Capítulo 1 y todo lo que sabemos","Fortnite se encuentra ahora mismo inmerso en uno de sus clásicos ya: Fortnitemares, el evento especial de Halloween. Sin embargo, el momento más esperado del año por parte de los fans más antiguos del juego llegará justo después, cuando comience la Temporada 5 del Capítulo 4.
Y es que, para aquellos que disfrutaran del Fortnite antiguo, el mapa volverá al mismo punto que al nacer el battle royale. Esta es la principal novedad, pero no es la única, quedaros para enteraros de todo lo que traerá la nueva temporada del juego de Epic Games.
Ya se ha confirmado que el quinto episodio del capítulo actual llegará este próximo viernes 3 de noviembre de 2023. Esta fecha coincidirá, obviamente, con la finalización del actual pase de batalla, y lo más probable es que esté disponible por la mañana.
Lo principal, como ya hemos destacado es que el mapa volverá a ser el del Capítulo 1, con el que empezó el Battle Royale. Sin embargo, parece que esto no durará mucho, ya que la temporada será muy rápida, según los leakers, y con muchos cambios en el escenario.
Comenzaremos como en 2017, con zonas míticas como Pisos Picados o Ciudad Comercio, y de forma rápida el mapa irá evolucionando cada semana, que se supone que corresponderán a los cambios que hubo en los primeros años del juego.
El próximo viernes 3 de noviembre comenzará el nuevo evento de Fortnite, donde el juego de Epic Games durante un mes volverá al mítico mapa de la temporada 1. A continuación, te contamos a qué hora dará comienza este nuevo evento: 
Esta temporada con el mapa original de Fortnite, duraría hasta el 2 de diciembre y ya el domingo 3 de diciembre comenzaría el evento de Fortnite que daría paso al esperado capítulo 5 y traería un nuevo mapa al juego.",02 de noviembrede 2023Actualizado a las 12:42 h.,marca
"'GH VIP 8' expulsa repentinamente a Álex Caniggia y Gustavo: ""En la gala de este jueves se mostrarán las imágenes""","En apenas unas horas, 'GH VIP 8' ha visto cómo tres de sus participantes famosos han dicho adiós al concurso de Telecinco. Dos de ellos de forma disciplinaria, Álex Caniggia y Gustavo, tal y como se anunció en redes sociales. El otro, por decisión propia. Tres celebridades que ya no optarán al premio del programa y que provocan que sea una de las ediciones más controvertidas.
Con un escueto comunicado, la cuenta oficial de 'GH VIP' daba a conocer la decisión del programa de expulsar a dos de los integrantes de la casa de Guadalix de la Sierra, aunque sin ahondar en los detalles. ""Tras incumplir las normas de conducta exigidas en 'Gran Hermano', Álex y Gustavo han sido expulsados disciplinariamente del concurso"", fue el breve texto que se pudo leer en X (antes Twitter).
Al parecer, todo se precipitó una vez que los telespectadores del canal 24 horas comenzaron a quejarse de la falta de contenido. Momentos después, la dirección de 'GH VIP 8' comunicó su decisión. Sin embargo, para conocer el motivo detrás de estas expulsiones, la cuenta invitó a los fans a esperar a la gala de este jueves, 2 de noviembre. ""Se mostrarán las imágenes que nos han obligado a tomar esta decisión"", explicaron.
Horas antes, el concurso ya había lamentado la despedida prematura de otro de sus participantes. El patinador Javier Fernández tuvo la oportunidad de elegir y, tras reflexionar, decidió abandonar la casa y no continuar su aventura en 'GH VIP 8'. ""Para mí esto ha sido una oportunidad igual que un reto. Y he llegado al límite"", indicó.
""He aprendido muchísimo. Es una montaña rusa y, sobre todo, lo que creo que he aprendido más es valorar lo que tenemos cada uno en nuestras vidas"", explicó. Y añadió: ""Siempre decía que no soy un tipo de personaje de reality. Tomé la decisión porque creí que si no tomaba esta oportunidad, no iba a tenerla nunca"".
Además, manifestó que el momento clave fue la entrada al concurso de sus tres más recientes compañeros, como José Antonio Avilés. A su parecer, la llegada de todos ellos supuso que en la casa se sucedieran las discusiones y los reproches y la convivencia se volviera insostenible.",02 de noviembrede 2023Actualizado a las 10:29 h.,marca
"María Becerra comparte con Pablo Motos su ritual contra las malas energías: ""Me pongo sal en todo el cuerpo""","Después de la visita el lunes del actor Ricardo Darín y el martes de los también intérpretes Belén Cuesta y Ricardo Gómez, este miércoles ha sido el turno de la cantante María Becerra, que ha sido la invitada de Pablo Motos en 'El Hormiguero'. Responsable de éxitos como 'Automático' o '¿Qué más pues?', será la primera artista argentina que llenará el estadio Monumental de Buenos Aires, que cuenta con un aforo para 65.000 personas y donde actuará el próximo 23 de marzo.
El conductor de 'El Hormiguero' ha destacado lo rápido que se agotaron las 65.000 entradas para el concierto que María Becerra ofrecerá el próximo 23 de marzo en Buenos Aires. ""En una hora y media"", ha afirmado la artista, que ha contado cómo surgió el evento en el estadio de River Plate: ""Llegó la propuesta y yo confío en mí, pero no tanto. No pensé que iba a ser 'sold out' tan rápido, aunque sí pensé que se iba a llenar. La gente en mi país me quiere un montón y tenía muchas ganas de que volviera a hacer un show en Buenos Aires, porque hace mucho tiempo que no hago uno allí. Y cuando salieron las entradas a la venta fue algo tremendo: se colapsó la página, había un montón de personas haciendo la cola virtual... Fue una locura total"".
Tras una pausa publicitaria y degustar un alfajor que le ha regalado María Becerra, Pablo Motos ha querido saber cómo combate los nervios antes de salir al escenario en un concierto. ""Seguramente en el estadio de River voy a estar muriéndome por dentro porque va a ser algo muy grande para mí, pero usualmente no me pongo nerviosa, estoy siempre muy tranquila. Antes me ponía muy nerviosa, pero ahora estoy tranquila. Sí tengo mis rituales para centrarme: me gusta estar sola, vocalizo tranquila, me nebulizo, caliento el cuerpo... Tengo ahí todos mis rituales de preparación"", ha apuntado la cantante nacida el 12 de febrero de 2000 en la ciudad argentina de Quilmes.
Pablo Motos también ha interrogado a la invitada de este miércoles sobre el ritual que practica contra las malas energías. ""Lo hago a veces. No lo hago antes de salir a los shows, sino después de un día en el que vi a mucha gente o estuve en contacto con un montón de personas. Hay mucha energía dando vueltas y hay mucha gente que te abraza, que llora en tu hombro o algo por el estilo, entonces uno termina cargando esas energías. Y a mí a veces me cargan demasiado de energías, porque a veces hay gente que me dice cosas muy fuertes y yo acabo con los ojos rojos, con mucho dolor de cabeza... Entonces, para hacer esa limpieza energética me pongo sal en todo el cuerpo"", ha contestado María Becerra.
El presentador de 'El Hormiguero', por último, ha comentado que María Becerra pidió compromiso a su pareja este verano. ""Hoy no tengo el anillo, pero porque lo mandé achicar, así que nadie piense nada raro. Lo aclaro por las dudas, lo mandé achicar porque me queda grande"", ha recalcado la cantante argentina mientras enseñaba a cámara el dedo anular de su mano derecha antes de narrar cómo se declaró. ""Estábamos en Grecia de vacaciones y en Santorini los amaneceres y los atardeceres son muy bonitos. Yo le quería pedir compromiso durante un atardecer, toda romántica, con pétalos, champán, el anillo... Tenía todo preparado. Había pensado las palabras que le iba a decir, le había escrito una carta que le quería leer, pero estaba durmiendo y no se quiso levantar. Entonces el sol no me esperó, se escondió, se hizo de noche y cuando se levantó se lo pedí, aunque no le leí la carta porque me temblaban las piernas. No había estado tan nerviosa en mi vida"", ha relatado para concluir.",02 de noviembrede 2023Actualizado a las 01:16 h.,marca
"El nuevo abogado tailandés de Daniel Sancho habla por primera vez: ""Se mantiene en silencio y tranquilo""","En el caso Daniel Sancho seguía produciéndose la paradoja de que la defensa del acusado trabajaba sin cesar en España mientras en Tailandia nadie se hacía cargo de este caso. Después de varias semanas buscando un nuevo letrado para el joven español, especialmente por parte de Silvia Bronchalo, el tercer abogado de oficio residente en el país del sudeste asiático es una realidad.
El hombre ha sido entrevistado en exclusiva por 'En boca de todos', el espacio de Cuatro presentado por Diego Losada y Nacho Abad, todo en un momento en el que Daniel Sancho se negó a declarar el pasado jueves, 26 de octubre, por la no presencia de un traductor, por lo que el proceso judicial continuará el próximo 13 de noviembre.
""Puedo ir a verle en cualquier momento, pero él por ahora no quiere, no sé si es una estrategia de su abogado español, Daniel se mantiene en silencio y tranquilo"", señalaba en primer lugar el letrado ante las cámaras del programa de Mediaset. Una de las cuestiones más importantes sería consultada al abogado, ya que el periodista le preguntó si el español acabará condenado a pena de muerte.""Es una de las posibilidades"", indicaba el tailandés.
El entrevistado también ha hablado de Rodolfo Sancho, padre de Daniel. ""Con él he tenido un mínimo contacto. He hablado con su asistente y puedo declarar que se encuentra bien y calmado"", confesaba el varón. El último tema que ha salido a la palestra ha sido sobre una posible libertad bajo fianza. ""No, sé que Daniel ha intentado dos veces pagar una fianza, pero la corte de Koh Samui se lo ha negado"". 
Esta información supone una novedad en el caso que se desconocía hasta ahora, por lo que el puzle, poco a poco, se va completando en un episodio que sigue atrayendo la atención mediática.
El que ha sido el caso del verano, sigue a la espera de una resolución que confirme cuál es la pena que el estado tailandés impone a Daniel Sancho. 
Han sido ya muchas las noticias que han salido en torno a ello, pero parece que será en las próximas semanas cuando se aclare el futuro del joven español.",02 de noviembrede 2023Actualizado a las 09:10 h.,marca
Muere una joven de 23 años en Madrid tras caerle un árbol encima,"Una joven de 23 años ha muerto tras la caída de un árbol con motivo de los fuertes vientos que están soplando en la capital, los cuales han obligado a activar la alerta roja. El incidente ha tenido lugar en la calle Almagro, a la altura del número 2, dentro del distrito madrileño de Chamberí. 
Madrid se ha visto obligada a activar la alerta roja por fuentes vientos derivados de la borrasca Cirán. El Ayuntamiento de Madrid ha procedido al cierre de los grandes parques de la capital por la seguridad de los ciudadanos.
La muerte de la joven ha venido acompañada de otros incidentes como el de la caída de un gran árbol que aplastó un coche tan solo unos instantes después de que un padre lo abandonara con su hija de 4 años. 
Además, en el incidente de la calle Almagro en el que la joven ha perdido la vida, otras tres personas han resultado heridas leves.",02 de noviembrede 2023Actualizado a las 13:55 h.,marca
Quiénes son los invitados de 'Pasapalabra' del 31 al 3 de noviembre,"'Pasapalabra' vuelve a renovar a sus invitados para los próximos programas. En esta ocasión, el programa de Antena 3 presentado por Roberto Leal tendrá una nueva dinámica, ya que celebrarán Halloween, la fiesta del terror que se conmemora la noche del 31 de octubre. En esta ocasión, los invitados al programa serán Cristina Rodríguez, Torito, Esther Arroyo y David Civera. Ellos serán los protagonistas del 31 al 3 de noviembre, dado que el formato descansará el 1, al ser festivo.
Cristina Rodríguez es estilista en todas las facetas posibles pero, sobre todo, en cine, teatro, publicidad, moda y televisión. Es natural de Benidorm y ha estado nominada al Goya a Mejor Diseño de Vestuario hasta en cinco ocasiones. La última de ellas fue por 'No culpes al karma de lo que te pasa por gilipollas'.
Además, también tiene su faceta televisiva. La diseñadora ha estado hasta en dos ocasiones en la academia de 'Supermodelo', aunque si por algo es recordada es por su presencia en 'Cámbiame', como 'coach' en Telecinco. Ha participado de igual forma en 'Mask Singer'.
Quique Jiménez, 'Torito', nació en Ciudadela en 1977. Es conocido por estar muy ligado a Telecinco con varios programas como 'TNT', 'La noria', '¡Qué tiempo tan feliz!' o 'Todo va bien'. También ha estado en 'Hora punta' y 'Viva la vida', siendo un personaje muy conocido por su personalidad, muy divertida y característica.
Esther Arroyo es otra de las protagonistas de 'Pasapalabra'. En 1990 fue Miss España, y ha conseguido gracias a ello labrarse una carrera como modelo, actriz y también presentadora de televisión. Fue una de las protagonistas de la serie 'Periodistas', además de haber participado por ejemplo en 'Los Serrano', en 2007. También se pudo ver en 'HomoZapping' y en 'Tu cara me suena'.
Por último, David Civera también irá a divertirse al programa de Roberto Leal. Representó a España en Eurovisión en 2001 con 'Dile que la quiero'. Después, ha tenido muchos éxitos, como 'Que la detengan', 'Perdóname', 'Bye, Bye' o 'Rosas y Espinas', junto a David Bisbal.",31 de octubrede 2023Actualizado a las 20:05 h.,marca
Los invitados de 'El Hormiguero' del 30 de octubre al 1 de noviembre: tres actores y una cantante,"Tres actores (Ricardo Darín, Belén Cuesta y Ricardo Gómez) y una cantante (María Becerra) son los invitados que acudirán la próxima semana -entre el lunes 30 de octubre y el miércoles 1 de noviembre- a 'El Hormiguero', el programa de entretenimiento de Atresmedia que Pablo Motos conduce de lunes a jueves a partir de las 21.45 horas en Antena 3.
El lunes, 30 de octubre, el actor Ricardo Darín estará en 'El Hormiguero' con motivo de la gira que va a hacer por España con su obra de teatro 'Escenas de la vida conyugal'. El intérprete argentino, que comparte escenario con la actriz Andrea Pietra, arrancará las representaciones el día 1 de noviembre en Valladolid y acabará a mediados de diciembre en Madrid.
El martes, 31 de octubre, Pablo Motos recibirá a los actores Belén Cuesta y Ricardo Gómez, que presentarán la nueva serie que protagonizan, que lleva por título 'Romancero' y se estrenará el 3 de noviembre en Prime Video. Esta ficción de terror cuenta la huida de dos jóvenes que escapan de las fuerzas de la ley, de criaturas sobrenaturales y de sí mismos.
El miércoles, 1 de noviembre, la cantante María Becerra visitará 'El Hormiguero'. Responsable de éxitos como 'Automático' o '¿Qué más pues?', fue la primera artista argentina en conseguir llenar el estadio Monumental de Buenos Aires, que cuenta con un aforo para 65.000 personas.",01 de noviembrede 2023Actualizado a las 21:04 h.,marca
"Horarios del GP de Brasil 2023 de F1: a qué hora es, canal y dónde ver en TV y online la carrera de Sao Paulo","La Fórmula 1 encara la recta final de la temporada 2023 y lo hace en el continente americano. Después de pasar por Estados Unidos y México, la competición llega a Brasil para disputar la 20ª cita del calendario. Será de nuevo un fin de semana con formato Sprint, el último de la temporada. 
Aunque los títulos ya estén decididos, el rival a batir sigue siendo Max Verstappen que continúa batiendo todos los récords que se le ponen por delante. En México ganó su 16ª carrera de la temporada, superando la marca de 15 que estableció él mismo el año pasado. Con ese triunfo además, iguala a Alain Prost en número de victorias (51) y tiene a tiro alcanzar a Vettel (53). 
Mercedes y Ferrari continúan en la lucha por el subcampeonato de constructores. Ambos equipos han conseguido evolucionar sus coches en una buena dirección. Los italianos dieron la sorpresa en el Autódromo Hermanos Rodríguez clasificando primero y segundo, sin embargo, en ritmo de carrera, Lewis Hamilton fue superior y consiguió superarlos. Así, parece que los de Brackley están más encaminados a mantener la plaza que ya ocupan desde hace meses. 
Carlos Sainz ha sabido aprovechar muy bien los cambios que el equipo ha implementado en sus monoplazas y desde Monza ha obtenido buenos resultados, coronados con esa victoria en Singapur. Fernando Alonso, sin embargo, vive la situación contraria. Empezó bien el año, pero su coche no le ha permitido mantenerse arriba. 
En este contexto, el madrileño ha alcanzado al de Aston Martin en la clasificación del Mundial de pilotos. Algo que desde hace varias citas ya se podía prever. Viendo la trayectoria de ambos en las últimas carreras, el asturiano suma dos DNF consecutivos, parece que el de Ferrari tendrá en bandeja poder ganar esta batalla. 
El Gran Premio de Brasil de Fórmula 1 se podrá ver en TV en DAZN. También tienes la opción de seguir la cita del circuito de los hermanos Rodríguez en Movistar+, a través del canal DAZN F1. Y, por supuesto, todo lo que acontezca en el 19º evento de 2023 lo podrás seguir en MARCA.com y Radio MARCA.
Viernes 3 de noviembre:
Sábado 4 de noviembre:
Domingo 5 de noviembre:",30 de octubrede 2023Actualizado a las 11:01 h.,marca
"Precio de la luz por horas hoy, 2 de noviembre: cuándo es más barata y más cara en el día","El precio de la luz para este jueves, 2 de noviembre, vuelve a bajar y alcanza un nuevo mínimo, unos céntimos por debajo del valor del día anterior. En concreto la tarifa media del megavatio hora se sitúa en los 4,42 euros, según los datos que ofrece el Operador del Mercado Ibérico de la Energía.
Habrá dos momentos del día en los que el precio de la luz alcance el pico máximo de la jornada. Será entre las 8 y las 9 y entre las 19 y las 21 horas. Es decir, en tres tramos horarios en total. En ese momento, subirá hasta los 10 euros.
Sin embargo, de 3 a 4 horas de la madrugada, el precio descenderá hasta los 0,06 euros, por lo que, a pesar de lo intempestivas de las horas, es un buen momento para consumir. Aunque tal vez no el más provechoso.
00:00 a 01:00:4,3€/MWh
01:00 a 02:00:4,3€/MWh
02:00 a 03:00:0,77€/MWh
03:00 a 04:00:0,06€/MWh
04:00 a 05:00:0,09€/MWh
05:00 a 06:00:1,6€/MWh
06:00 a 07:00:4,3€/MWh
07:00 a 08:00:5€/MWh
08:00 a 09:00:10€/MWh
09:00 a 10:00:4,55€/MWh
10:00 a 11:00:4,3€/MWh
11:00 a 12:00:4,3€/MWh
12:00 a 13:00:4,3€/MWh
13:00 a 14:00:4,3€/MWh
14:00 a 15:00:4,3€/MWh
15:00 a 16:00:3,8€/MWh
16:00 a 17:00:4,3€/MWh
17:00 a 18:00:4,3€/MWh
18:00 a 19:00:4,5€/MWh
19:00 a 20:00:10€/MWh20:00 a 21:00:10€/MWh
21:00 a 22:00:4,55€/MWh
22:00 a 23:00:4,3€/MWh
23:00 a 24:00:3,8€/MWh",02 de noviembrede 2023Actualizado a las 08:16 h.,marca
